sample-id	absolute-filepath
11402.MC138.fastq.gz	$PWD/seqs/11402.MC138.fastq.gz
11402.MC140.fastq.gz	$PWD/seqs/11402.MC140.fastq.gz
11402.MC141.fastq.gz	$PWD/seqs/11402.MC141.fastq.gz
11402.MC142.fastq.gz	$PWD/seqs/11402.MC142.fastq.gz
11402.MC143.fastq.gz	$PWD/seqs/11402.MC143.fastq.gz
11402.MC144.fastq.gz	$PWD/seqs/11402.MC144.fastq.gz
11402.MC145.fastq.gz	$PWD/seqs/11402.MC145.fastq.gz
11402.MC146.fastq.gz	$PWD/seqs/11402.MC146.fastq.gz
11402.MC147.fastq.gz	$PWD/seqs/11402.MC147.fastq.gz
11402.MC148.fastq.gz	$PWD/seqs/11402.MC148.fastq.gz
11402.MC149.fastq.gz	$PWD/seqs/11402.MC149.fastq.gz
11402.MC150.fastq.gz	$PWD/seqs/11402.MC150.fastq.gz
11402.MC151.fastq.gz	$PWD/seqs/11402.MC151.fastq.gz
11402.MC153.fastq.gz	$PWD/seqs/11402.MC153.fastq.gz
11402.MC154.fastq.gz	$PWD/seqs/11402.MC154.fastq.gz
11402.MC155.fastq.gz	$PWD/seqs/11402.MC155.fastq.gz
11402.MC156.fastq.gz	$PWD/seqs/11402.MC156.fastq.gz
11402.MC157.fastq.gz	$PWD/seqs/11402.MC157.fastq.gz
11402.MC158.fastq.gz	$PWD/seqs/11402.MC158.fastq.gz
11402.MC159.fastq.gz	$PWD/seqs/11402.MC159.fastq.gz
11402.MC160.fastq.gz	$PWD/seqs/11402.MC160.fastq.gz
11402.MC161.fastq.gz	$PWD/seqs/11402.MC161.fastq.gz
11402.MC162.fastq.gz	$PWD/seqs/11402.MC162.fastq.gz
11402.MC163.fastq.gz	$PWD/seqs/11402.MC163.fastq.gz
11402.MC164.fastq.gz	$PWD/seqs/11402.MC164.fastq.gz
11402.MC165.fastq.gz	$PWD/seqs/11402.MC165.fastq.gz
11402.MC166.fastq.gz	$PWD/seqs/11402.MC166.fastq.gz
11402.MC167.fastq.gz	$PWD/seqs/11402.MC167.fastq.gz
11402.MC168.fastq.gz	$PWD/seqs/11402.MC168.fastq.gz
11402.MC169.fastq.gz	$PWD/seqs/11402.MC169.fastq.gz
11402.MC170.fastq.gz	$PWD/seqs/11402.MC170.fastq.gz
11402.MC171.fastq.gz	$PWD/seqs/11402.MC171.fastq.gz
11402.MC172.fastq.gz	$PWD/seqs/11402.MC172.fastq.gz
11402.MC173.fastq.gz	$PWD/seqs/11402.MC173.fastq.gz
11402.MC174.fastq.gz	$PWD/seqs/11402.MC174.fastq.gz
11402.MC175.fastq.gz	$PWD/seqs/11402.MC175.fastq.gz
11402.MC176.fastq.gz	$PWD/seqs/11402.MC176.fastq.gz
11402.MC177.fastq.gz	$PWD/seqs/11402.MC177.fastq.gz
11402.MC178.fastq.gz	$PWD/seqs/11402.MC178.fastq.gz
11402.MC179.fastq.gz	$PWD/seqs/11402.MC179.fastq.gz
11402.MC180.fastq.gz	$PWD/seqs/11402.MC180.fastq.gz
11402.MC181.fastq.gz	$PWD/seqs/11402.MC181.fastq.gz
11402.MC182.fastq.gz	$PWD/seqs/11402.MC182.fastq.gz
11402.MC183.fastq.gz	$PWD/seqs/11402.MC183.fastq.gz
11402.MC184.fastq.gz	$PWD/seqs/11402.MC184.fastq.gz
11402.MC185.fastq.gz	$PWD/seqs/11402.MC185.fastq.gz
11402.MC186.fastq.gz	$PWD/seqs/11402.MC186.fastq.gz
11402.MC188.fastq.gz	$PWD/seqs/11402.MC188.fastq.gz
11402.MC189.fastq.gz	$PWD/seqs/11402.MC189.fastq.gz
11402.MC190.fastq.gz	$PWD/seqs/11402.MC190.fastq.gz
11402.MC191.fastq.gz	$PWD/seqs/11402.MC191.fastq.gz
11402.MC192.fastq.gz	$PWD/seqs/11402.MC192.fastq.gz
11402.MC193.fastq.gz	$PWD/seqs/11402.MC193.fastq.gz
11402.MC194.fastq.gz	$PWD/seqs/11402.MC194.fastq.gz
11402.MC195.fastq.gz	$PWD/seqs/11402.MC195.fastq.gz
11402.MC196.fastq.gz	$PWD/seqs/11402.MC196.fastq.gz
11402.MC197.fastq.gz	$PWD/seqs/11402.MC197.fastq.gz
11402.MC198.fastq.gz	$PWD/seqs/11402.MC198.fastq.gz
11402.MC199.fastq.gz	$PWD/seqs/11402.MC199.fastq.gz
11402.MC200.fastq.gz	$PWD/seqs/11402.MC200.fastq.gz
11402.MC201.fastq.gz	$PWD/seqs/11402.MC201.fastq.gz
11402.MC202.fastq.gz	$PWD/seqs/11402.MC202.fastq.gz
11402.MC203.fastq.gz	$PWD/seqs/11402.MC203.fastq.gz
11402.MC204.fastq.gz	$PWD/seqs/11402.MC204.fastq.gz
11402.MC205.fastq.gz	$PWD/seqs/11402.MC205.fastq.gz
11402.MC206.fastq.gz	$PWD/seqs/11402.MC206.fastq.gz
11402.MC207.fastq.gz	$PWD/seqs/11402.MC207.fastq.gz
11402.MC208.fastq.gz	$PWD/seqs/11402.MC208.fastq.gz
11402.MC209.fastq.gz	$PWD/seqs/11402.MC209.fastq.gz
11402.MC210.fastq.gz	$PWD/seqs/11402.MC210.fastq.gz
11402.MC211.fastq.gz	$PWD/seqs/11402.MC211.fastq.gz
11402.MC212.fastq.gz	$PWD/seqs/11402.MC212.fastq.gz
11402.MC213.fastq.gz	$PWD/seqs/11402.MC213.fastq.gz
11402.MC214.fastq.gz	$PWD/seqs/11402.MC214.fastq.gz
11402.MC215.fastq.gz	$PWD/seqs/11402.MC215.fastq.gz
11402.MC216.fastq.gz	$PWD/seqs/11402.MC216.fastq.gz
11402.MC217.fastq.gz	$PWD/seqs/11402.MC217.fastq.gz
11402.MC218.fastq.gz	$PWD/seqs/11402.MC218.fastq.gz
11402.MC219.fastq.gz	$PWD/seqs/11402.MC219.fastq.gz
11402.MC220.fastq.gz	$PWD/seqs/11402.MC220.fastq.gz
